Transect,State,Address,Code,ID,PIN,Sex,Year,Arrival,Wean,Death,L15,Y,Longitude,Latitude,Dist,Dissection_date,DaysInLab,,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Lepid,Seminal_vesicles,Uterus,Ovaria,Grav,Litters,NN,MM,FF,Protocol,ASP,SYP,TM,Taenia taeniformis,Ectoparasites,Note
HZ_BAV,Germany,Gfäll 9,GFALL9,SK,2969,M,2015,9/23/15,1M,Dissection,,,12.42,49.1016666667,,9/24/15,1,,15.4,79.2,76.5,0.0461,0.017,0.018,0.0175,0.0191,0.096,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Klessing 2,KLESS2,SK,2970,F,2015,9/23/15,1F,Dissection,,,12.5027777778,49.1527777778,,9/24/15,1,,16.96,,,0.0229,,,,,,,0.0073,B+,4,,,,A,,,,,0,
HZ_BAV,Germany,Klessing 2,KLESS2,SK,2971,F,2015,9/23/15,1F,Dissection,,,12.5027777778,49.1527777778,,9/24/15,1,,15.09,77.5,79.6,0.0279,,,,,,,0.0083,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Klessing 2,KLESS2,SK,2972,M,2015,9/23/15,1M,Dissection,,,12.5027777778,49.1527777778,,9/24/15,1,,11.8,71.3,71.3,0.0286,0.0363,0.0375,0.0369,0.0082,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Klessing 2,KLESS2,SK,2973,M,2015,9/23/15,1M,Dissection,,,12.5027777778,49.1527777778,,9/24/15,1,,13,72.9,72.4,0.0173,0.0474,0.0477,0.0476,0.0109,0.015,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,2974,F,2015,9/23/15,1F,Dissection,,,12.3836111111,49.0663888889,,9/24/15,1,,6.87,60.1,55.1,0.0083,,,,,,,,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,2975,M,2015,9/23/15,1M,Dissection,,,12.3836111111,49.0663888889,,9/24/15,1,,12.43,76.5,71.6,0.0261,0.0297,0.0324,0.0311,0.0079,0.0139,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,2976,M,2015,9/23/15,1M,Dissection,,,12.3836111111,49.0663888889,,9/24/15,1,,17.86,88.7,85.5,0.0273,0.0576,0.0757,0.0667,0.0219,0.1369,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Neuallkofen 2,NEUALL,SK,2977,F,2015,9/23/15,1F,Dissection,,,12.2675,48.9719444444,,9/24/15,1,,15.62,76.5,75.1,0.0413,,,,,,,0.0069,B-,,,,,A,,,,,0,Taken from a cat
HZ_BAV,Germany,Neuallkofen 2,NEUALL,SK,2978,F,2015,9/23/15,1F,Dissection,,,12.2675,48.9719444444,,9/24/15,1,,17.72,81.6,76.3,0.056,,,,,,,0.0088,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Zaitzkofen 36,ZAIT36,SK,2979,M,2015,9/23/15,1M,Dissection,,,12.2094444444,48.8375,,9/24/15,1,,17.64,85.9,72.5,0.0234,0.0851,0.0903,0.0877,0.0252,0.0824,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Zaitzkofen 36,ZAIT36,SK,2980,F,2015,9/23/15,1F,Dissection,,,12.2094444444,48.8375,,9/24/15,1,,17.56,78,70.9,0.037,,,,,,,0.0085,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Zaitzkofen 36,ZAIT36,SK,2981,M,2015,9/23/15,1M,Dissection,,,12.2094444444,48.8375,,9/24/15,1,,15.54,83.1,73.5,0.0293,0.061,0.058,0.0595,0.0186,0.1597,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Zaitzkofen 36,ZAIT36,SK,2982,M,2015,9/23/15,1M,Dissection,,,12.2094444444,48.8375,,9/24/15,1,,17.53,86.5,80.4,0.0435,0.0903,0.0896,0.09,0.0285,0.1088,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Unterschneidhart 5,UNSCHH,SK,2983,F,2015,9/23/15,1F,Dissection,,,12.0513888889,48.8594444444,,9/24/15,1,,18.4,86.3,81.9,0.0375,,,,,,,0.0069,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Lerau 9,LERA9,SK,2984,M,2015,9/23/15,1M,Dissection,L1,d,12.2875,49.6044444444,,9/24/15,1,,13.68,75.2,77.1,0.0325,0.052,0.055,0.0535,0.0084,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Lerau 9,LERA9,SK,2985,F,2015,9/23/15,1F,Dissection,L2,,12.2875,49.6044444444,,9/24/15,1,,22.8,91.8,85.3,0.0804,,,,,,,0.0093,B-,,,,,A,,,,,1,
HZ_BAV,Germany,Eitenzell 8,EITEN8,SK,2986,M,2015,9/24/15,1M,Dissection,L3,m,12.4630555556,49.0508333333,,9/25/15,1,,17.01,85.3,78.2,0.039,0.066,0.0688,0.0485,0.0245,0.1325,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Klessing 2,KLESS2,SK,2987,F,2015,9/23/15,1F,Dissection,L4,,12.5027777778,49.1527777778,,9/24/15,1,,21.43,89.1,82.7,0.0832,,,,,,,0.0092,B+,5,,,,A,,,,,0,
HZ_BAV,Germany,Lerau 9,LERA9,SK,2988,F,2015,9/23/15,1F,Dissection,L5,,12.2875,49.6044444444,,9/24/15,1,,21.95,89.6,84.3,0.1232,,,,,,,0.0118,B-,,,,,A,,,,,4,
HZ_BAV,Germany,Lerau 9,LERA9,SK,2989,F,2015,9/23/15,1F,Dissection,L6,,12.2875,49.6044444444,,9/24/15,1,,23,91,85.9,0.1066,,,,,,,0.0105,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Lerau 9,LERA9,SK,2990,F,2015,9/23/15,1F,Dissection,L7,,12.2875,49.6044444444,,9/24/15,1,,25.75,91.3,89.8,0.0972,,,,,,,0.0087,B+,8,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2991,M,2015,9/23/15,1M,Dissection,L8,d,12.245,49.6772222222,,9/24/15,1,Rabbits,19.51,84.6,92.1,0.0367,0.0791,0.0793,0.0792,0.0244,0.1482,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2992,M,2015,9/23/15,1M,Dissection,L9,d,12.245,49.6772222222,,9/24/15,1,Rabbits,21.79,88.7,88.7,0.035,0.0482,0.0315,0.0399,0.0174,0.1637,,,,,,,,A,,,,,4,
HZ_BAV,Germany,Letzau,LETZ,SK,2993,F,2015,9/23/15,1F,Dissection,L10,,12.245,49.6772222222,,9/24/15,1,Pigs,23.39,90,94.1,0.1854,,,,,,,0.0105,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2994,F,2015,9/23/15,1F,Dissection,L11,,12.245,49.6772222222,,9/24/15,1,Rabbits,14.67,80.3,91.1,0.0271,,,,,,,0.0064,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2995,M,2015,9/23/15,1M,Dissection,L12,d,12.245,49.6772222222,,9/24/15,1,Rabbits,6.74,56.8,67.7,0.0115,0.0107,0.0109,0.0108,,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2996,F,2015,9/23/15,1F,Dissection,L13,,12.245,49.6772222222,,9/24/15,1,Pigs,12.86,73.7,84.9,0.0408,,,,,,,0.003,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2997,F,2015,9/23/15,1F,Dissection,L14,,12.245,49.6772222222,,9/24/15,1,Pigs,13.39,76.5,84.5,0.034,,,,,,,0.0016,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Letzau,LETZ,SK,2998,F,2015,9/23/15,1F,Dissection,L15,,12.245,49.6772222222,,9/24/15,1,Pigs,16.91,83.5,85.5,0.0475,,,,,,,,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Tauchersdorf 6,TAUCH6,SK,2999,M,2015,9/23/15,1M,Dissection,L20,d,12.2455555556,49.4766666667,,9/24/15,1,,14.2,71.9,81.2,0.0423,0.0565,0.0568,0.0567,0.0078,0.06,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Klessing 2,KLESS2,SK,3000,F,2015,9/24/15,1F,Dissection,,,12.5027777778,49.1527777778,,9/25/15,1,,16.24,76.4,,,,,,,,,0.0037,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3001,F,2015,9/24/15,1F,Dissection,,,12.3836111111,49.0663888889,,9/25/15,1,,19.38,92.2,89.8,0.0486,,,,,,,0.0092,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3002,F,2015,9/24/15,1F,Dissection,,,12.3836111111,49.0663888889,,9/25/15,1,,10.24,71.6,69.8,0.0193,,,,,,,0.0044,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3003,F,2015,9/24/15,1F,Dissection,,,12.3836111111,49.0663888889,,9/25/15,1,,18.67,81.9,77.9,0.0569,,,,,,,0.0096,B+,7,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3004,F,2015,9/24/15,1F,Dissection,,,12.3836111111,49.0663888889,,9/25/15,1,,15.17,77.8,69.6,0.042,,,,,,,0.0048,B+,6,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3005,F,2015,9/24/15,1F,Dissection,,,12.3836111111,49.0663888889,,9/25/15,1,,11.78,70.3,72.6,0.0214,,,,,,,0.002,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Rötz 2,ROTZG2,SK,3006,M,2015,9/24/15,1M,Dissection,,m,12.5405555556,49.3416666667,,9/25/15,1,,12.2,72.1,73.7,0.0484,0.0112,0.0109,0.0111,,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Gschwendt 43a,GSCHW,SK,3007,M,2015,9/24/15,1M,Dissection,,m,12.069,48.856,,9/25/15,1,,17.83,82.5,75.6,0.0626,0.09,0.0935,0.0918,0.0269,0.0899,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Gschwendt 43a,GSCHW,SK,3008,M,2015,9/24/15,1M,Dissection,,m,12.069,48.856,,9/25/15,1,,17.99,79.9,76.3,0.0491,0.088,0.0876,0.0878,0.0226,0.1376,,,,,,,,A,,,,,1,
HZ_BAV,Germany,Gschwendt 43a,GSCHW,SK,3009,F,2015,9/24/15,1F,Dissection,,,12.069,48.856,,9/25/15,1,,16.62,83.6,70.4,,,,,,,,0.0141,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Gschwendt 43a,GSCHW,SK,3010,M,2015,9/24/15,1M,Dissection,,m,12.069,48.856,,9/25/15,1,,17.78,80.5,72.5,0.0679,0.0896,0.0875,0.0886,0.0219,0.2544,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Moosham 18,MOOSH,SK,3011,F,2015,9/24/15,1F,Dissection,,,12.267,48.926,,9/25/15,1,,17.35,83.3,77.3,,,,,,,,0.0126,B+,6,,,,A,,,,,0,
HZ_BAV,Germany,Moosham 18,MOOSH,SK,3012,M,2015,9/24/15,1M,Dissection,,m,12.267,48.926,,9/25/15,1,,19.72,85.2,77.8,0.0773,0.0715,0.073,0.0723,0.0266,0.0995,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Moosham 18,MOOSH,SK,3013,F,2015,9/24/15,1F,Dissection,,,12.267,48.926,,9/25/15,1,,14.65,73.3,76,,,,,,,,0.0027,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Moosham 18,MOOSH,SK,3014,F,2015,9/24/15,1F,Dissection,,,12.267,48.926,,9/25/15,1,,17.64,83.2,75.4,0.1282,,,,,,,0.0057,B+,5,,,,A,,,,,0,
HZ_BAV,Germany,Moosham 18,MOOSH,SK,3015,F,2015,9/24/15,1F,Dissection,,,12.267,48.926,,9/25/15,1,,23.54,,,0.0502,,,,,,,0.0089,B+,5,,,,A,,,,,0,
HZ_BAV,Germany,Luckenpaint,LUCK,SK,3016,M,2015,9/24/15,1M,Dissection,,,12.213,49.464,,9/25/15,1,,18.82,83.6,75.7,0.053,0.1028,0.1078,0.1053,0.0304,0.1711,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Stadtberg 1,STADT1,SK,3017,M,2015,9/24/15,1M,Dissection,,m,12.149,48.918,,9/25/15,1,,17.46,82.7,75.3,0.0511,0.0765,0.0744,0.0755,0.0246,0.1002,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Stadtberg 1,STADT1,SK,3018,M,2015,9/24/15,1M,Dissection,,m,12.149,48.918,,9/25/15,1,,19.49,83.1,75.3,0.0321,0.0927,0.0957,0.0942,0.0226,0.1564,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Schierling 39,SCHI39,SK,3019,F,2015,9/24/15,1F,Dissection,,,12.145,48.834,,9/25/15,1,,18.65,84.7,84.7,0.0268,,,,,,,0.0142,B+,7,,,,A,,,,,0,
HZ_BAV,Germany,Gottschalling,GOTT,SK,3020,F,2015,9/23/15,1F,Dissection,,,11.984,47.788,,9/26/15,3,,20.43,87.7,86.2,0.0359,,,,,,,0.007,B-,,,,,A,,,,,1,
HZ_BAV,Germany,Schierling 39,SCHI39,SK,3021,F,2015,9/24/15,1F,Dissection,,,12.145,48.834,,9/25/15,1,,14.65,76.1,81.7,0.0553,,,,,,,0.0052,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Schierling 39,SCHI39,SK,3022,F,2015,9/24/15,1F,Dissection,,,12.145,48.834,,9/25/15,1,,11.6,73.8,76.9,,,,,,,,0.0059,B+,5,,,,A,,,,,0,
HZ_BAV,Germany,Moosham 18,MOOSH,SK,3023,F,2015,9/24/15,1F,Dissection,,,12.267,48.926,,9/25/15,1,,23.49,90.3,84.4,0.0638,,,,,,,0.0097,B+,5,,,,A,,,,,2,
HZ_BAV,Germany,Obernankau 8,OBERN8,SK,3024,F,2015,9/24/15,1F,Dissection,,,12.3,49.586,,9/25/15,1,,18.31,85.3,86.4,0.0347,,,,,,,0.0067,B-,,,,,A,,,,,1,
HZ_BAV,Germany,Grassersdorf 12,GRAS12,SK,3025,M,2015,9/24/15,1M,Dissection,L21,m,12.523,49.367,,9/25/15,1,,16.96,82.8,83.3,0.0357,0.0658,0.0674,0.0666,0.0155,0.1183,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Grossbergerdorf 9,GROSB9,SK,3026,M,2015,9/25/15,1M,Dissection,,m,12.633,49.251,,9/26/15,1,,13.43,77.6,78.8,0.0335,0.0548,0.0575,0.0562,0.0165,0.0652,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3027,M,2015,9/25/15,1M,Dissection,,,12.384,49.066,,9/26/15,1,,8.45,64.3,68.6,0.017,,,,,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Loidsberg 5,LOID5,SK,3028,F,2015,9/25/15,1F,Dissection,,,12.384,49.066,,9/26/15,1,,25.55,86.5,88.2,0.0334,,,,,,,0.0069,B+,7,,,,A,,,,,0,
HZ_BAV,Germany,Maierhof 5,MAIEH5,SK,3029,M,2015,9/25/15,1M,Dissection,,m,12.435,48.093,,9/26/15,1,,16.95,81.2,82.3,0.039,0.0628,0.0645,0.0637,0.0231,0.1206,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Luckenpaint,LUCK,SK,3030,F,2015,9/25/15,1F,Dissection,,,12.213,49.464,,9/26/15,1,,16.35,84.4,78,0.0766,,,,,,,0.0113,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Luckenpaint,LUCK,SK,3031,F,2015,9/25/15,1F,Dissection,,,12.213,49.464,,9/26/15,1,,20.26,78.8,69.6,0.0295,,,,,,,0.0096,B+,6,,,,A,,,,,0,
HZ_BAV,Germany,Grassersdorf 12,GRAS12,SK,3032,F,2015,9/25/15,1F,Dissection,,,12.213,49.464,,9/26/15,1,,20.46,88.3,90.9,0.1548,,,,,,,0.0053,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Steinach 6,STEINA6,SK,3033,M,2015,9/24/15,1M,Dissection,L34,m,12.213,49.464,,9/27/15,3,,16.05,78.6,80.7,0.0381,0.061,0.0645,0.0628,0.0202,0.0865,,,,,,,,A,,,,,1,
HZ_BAV,Germany,Neusath 78,NEUS78,SK,3034,M,2015,9/25/15,1M,Dissection,L40,m,12.213,49.464,,9/27/15,2,,17.58,84.1,84.1,0.03,0.0884,0.0906,0.0905,0.0259,0.0925,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Neusath 78,NEUS78,SK,3035,F,2015,9/25/15,1F,Dissection,,,12.213,49.464,,9/27/15,2,,22.85,85.4,82.9,,,,,,,,0.0073,B+,6,,,,A,,,,,0,
HZ_BAV,Germany,Grassersdorf 12,GRAS12,SK,3036,M,2015,9/26/15,1M,Dissection,,,12.523,49.367,,9/27/15,1,,20.59,84.3,92.3,0.1722,0.0535,0.0535,0.0535,0.0237,0.1261,,,,,,,,A,,,,,21,
HZ_BAV,Germany,Paring 202,PARIN,SK,3037,F,2015,9/26/15,1F,Dissection,,,12.093,48.852,,9/27/15,1,,22.16,89.1,,0.1037,,,,,,,0.0108,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Paring 202,PARIN,SK,3038,M,2015,9/26/15,1M,Dissection,,,12.093,48.852,,9/27/15,1,,12.98,76,71.5,0.0389,0.0743,0.0747,0.0745,0.0175,0.06,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Paring 202,PARIN,SK,3039,M,2015,9/26/15,1M,Dissection,,,12.093,48.852,,9/27/15,1,,14.72,77.6,72.9,0.0494,0.056,0.0514,0.0537,0.0124,0.0351,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Paring 202,PARIN,SK,3040,F,2015,9/26/15,1F,Dissection,,,12.093,48.852,,9/27/15,1,,17.32,80.2,77.5,,,,,,,,0.006,B+,7,,,,A,,,,,0,
HZ_BAV,Germany,Paring 202,PARIN,SK,3041,M,2015,9/26/15,1M,Dissection,,,12.093,48.852,,9/27/15,1,,11.03,73.5,69,0.0567,0.0379,0.0389,0.0384,0.007,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Paring 202,PARIN,SK,3042,M,2015,9/26/15,1M,Dissection,,,12.093,48.852,,9/27/15,1,,13.99,77.8,73.7,0.0431,0.0442,0.0473,0.0458,0.0096,0.0368,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Paring 202,PARIN,SK,3043,F,2015,9/26/15,1F,Dissection,,,12.093,48.852,,9/27/15,1,,25.12,89.3,77.6,0.1151,,,,,,,0.0136,B+,6,,,,A,,,,,0,
HZ_BAV,Germany,Oberlaichling 3,OBERL3,SK,3044,F,2015,9/26/15,1F,Dissection,,,12.161,48.861,,9/27/15,1,,24.02,81.3,62.6,,,,,,,,0.0149,B+,7,,,,A,,,,,4,
HZ_BAV,Germany,Obersanding 14,OBERS14,SK,3045,F,2015,9/26/15,1F,Dissection,,,12.161,48.886,,9/27/15,1,,19.48,84.8,80.8,,,,,,,,0.0086,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Obersanding 14,OBERS14,SK,3046,M,2015,9/26/15,1M,Dissection,,,12.161,48.886,,9/27/15,1,,17.78,83,78,0.0463,0.0746,0.0779,0.0763,0.0245,0.1293,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Lerau 9,LERA9,SK,3047,M,2015,9/24/15,1M,Dissection,L23,m,12.288,49.604,,9/27/15,3,,25.43,92.1,85.7,0.0763,0.0752,0.0749,0.0751,0.033,0.2341,,,,,,,,A,,,,,3,
HZ_BAV,Germany,Obersanding 2,OBERS2,SK,3048,M,2015,9/26/15,1M,Dissection,,,12.161,48.887,,9/27/15,1,,19.43,82.3,67.7,0.1264,0.0692,0.0684,0.0865,0.0227,0.1185,,,,,,,,A,,,,,17,
HZ_BAV,Germany,Pemfling 12,PEMF12,SK,3049,M,2015,9/26/15,1M,Dissection,L57,m,12.606,49.262,,9/27/15,1,,15.47,82.2,76.1,0.0334,0.0568,0.0588,0.0578,0.0228,0.1151,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Pemfling 12,PEMF12,SK,3050,F,2015,9/26/15,1F,Dissection,L58,,12.606,49.262,,9/27/15,1,,10.83,72.5,72.5,0.0203,,,,,,,0.0018,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Pemfling 12,PEMF12,SK,3051,F,2015,9/26/15,1F,Dissection,L59,,12.606,49.262,,9/27/15,1,,15.96,75.4,74.6,0.1027,,,,,,,0.0082,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Pemfling 12,PEMF12,SK,3052,M,2015,9/26/15,1M,Dissection,L60,m,12.606,49.262,,9/27/15,1,,15.78,81,74.4,0.044,0.0496,0.0544,0.052,0.0197,0.1646,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Pemfling 12,PEMF12,SK,3053,M,2015,9/26/15,1M,Dissection,L61,m,12.606,49.262,,9/27/15,1,,13.07,74.8,66.4,0.0287,0.0757,0.0831,0.0794,0.0154,,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Woppmannsdorf 8,WOPP8,SK,3054,M,2015,9/27/15,1M,Dissection,,,12.354,49.125,,9/28/15,1,,12.82,73,79.1,0.0229,0.0426,0.0423,0.0425,0.0108,0.0205,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Woppmannsdorf 8,WOPP8,SK,3055,F,2015,9/27/15,1F,Dissection,,,12.354,49.125,,9/28/15,1,,15.36,83.8,82.6,0.0272,,,,,,,0.0047,B-,,,,,A,,,,,0,
HZ_BAV,Germany,Engelsberg 1,ENGEL1,SK,3056,M,2015,9/27/15,1M,Dissection,,,12.3844444444,49.0919444444,,9/28/15,1,,15.92,78.3,81.8,0.0402,0.0633,0.0635,0.0634,0.0197,0.0871,,,,,,,,A,,,,,0,
HZ_BAV,Germany,Engelsberg 1,ENGEL1,SK,3057,M,2015,9/27/15,1M,Dissection,,,12.3844444444,49.0919444444,,9/28/15,1,,17.13,79.5,76,0.069,0.0484,0.0525,0.0505,0.0176,0.1434,,,,,,,,A,130,12,0,0,0,
HZ_BAV,Germany,"Gailsbach, Auweg 2",GAILAU2,SK,3058,M,2015,9/27/15,1M,Dissection,,,12.235,48.886,,9/28/15,1,,15.13,78.5,64.6,0.1229,0.0477,0.0494,0.0486,0.0184,0.0576,,,,,,,,A,29,60,0,0,0,
HZ_BAV,Germany,"Gailsbach, Dorfstrasse 8",GAILDS8,SK,3059,M,2015,9/27/15,1M,Dissection,,,12.234,48.886,,9/28/15,1,,15.11,78.8,85.6,0.0497,0.0585,0.0613,0.0599,0.0176,0.1017,,,,,,,,A,,,,,0,
HZ_BAV,Germany,"Gailsbach, Dorfstrasse 8",GAILDS8,SK,3060,F,2015,9/27/15,1F,Dissection,,,12.234,48.886,,9/28/15,1,,19.85,86.3,75.9,0.0911,,,,,,,0.008,B-,,,,,A,0,0,0,0,10,
HZ_BAV,Germany,"Untersanding, Dorfstrasse 16",UNSAN16,SK,3061,M,2015,9/27/15,1M,Dissection,,,12.171,48.891,,9/28/15,1,,14.66,75.4,78.5,0.0222,0.0601,0.062,0.0611,0.0165,0.1273,,,,,,,,A,54,63,0,0,2,
