Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
G7,ILWE_AA_0355,20.65,21.34,0.67,1,,,mouse
G8,ILWE_AA_0355,21.37,21.34,0.67,1,,,mouse
G9,ILWE_AA_0355,22,21.34,0.67,1,,,mouse
G10,ILWE_AA_0355,34.21,33.88,0.71,1,,,eimeria
G11,ILWE_AA_0355,34.36,33.88,0.71,1,,,eimeria
G12,ILWE_AA_0355,33.06,33.88,0.71,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,37.8,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,38.83,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",424,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
