Pos,Name,Ct SYBR,Ct Mean SYBR,Ct Dev. SYBR,Amount SYBR [Copies],Amount Mean SYBR,Amount Dev. SYBR,Target SYBR
D11,CEWE_SK_3067,36.3,35.73,2.81,1,,,eimeria
D12,CEWE_SK_3067,32.68,35.73,2.81,1,,,eimeria
E1,CEWE_SK_3068,22.79,22.59,0.33,1,,,mouse
E2,CEWE_SK_3068,22.21,22.59,0.33,1,,,mouse
E3,CEWE_SK_3068,22.79,22.59,0.33,1,,,mouse
E4,CEWE_SK_3068,,33.09,2.59,1,,,eimeria
E5,CEWE_SK_3068,34.92,33.09,2.59,1,,,eimeria
E6,CEWE_SK_3068,31.26,33.09,2.59,1,,,eimeria
E7,CEWE_SK_3027,19.93,19.93,0.03,1,,,mouse
E8,CEWE_SK_3027,19.96,19.93,0.03,1,,,mouse
E9,CEWE_SK_3027,19.91,19.93,0.03,1,,,mouse
E10,CEWE_SK_3027,26.17,25.96,0.19,1,,,eimeria
E11,CEWE_SK_3027,25.87,25.96,0.19,1,,,eimeria
E12,CEWE_SK_3027,25.82,25.96,0.19,1,,,eimeria
F1,CEWE_SK_3033,21.72,21.73,0.03,1,,,mouse
F2,CEWE_SK_3033,21.71,21.73,0.03,1,,,mouse
F3,CEWE_SK_3033,21.76,21.73,0.03,1,,,mouse
F4,CEWE_SK_3033,31.15,30.97,0.33,1,,,eimeria
F5,CEWE_SK_3033,31.16,30.97,0.33,1,,,eimeria
F6,CEWE_SK_3033,30.59,30.97,0.33,1,,,eimeria
F7,CEWE_SK_3039,21.54,21.48,0.07,1,,,mouse
F8,CEWE_SK_3039,21.49,21.48,0.07,1,,,mouse
F9,CEWE_SK_3039,21.41,21.48,0.07,1,,,mouse
F10,CEWE_SK_3039,32.66,31.39,1.12,1,,,eimeria
F11,CEWE_SK_3039,30.91,31.39,1.12,1,,,eimeria
F12,CEWE_SK_3039,30.58,31.39,1.12,1,,,eimeria
G1,CEWE_SK_3032,15.73,18.94,2.8,1,,,mouse
G2,CEWE_SK_3032,20.2,18.94,2.8,1,,,mouse
G3,CEWE_SK_3032,20.89,18.94,2.8,1,,,mouse
G4,CEWE_SK_3032,20.57,28.94,7.35,1,,,eimeria
G5,CEWE_SK_3032,34.34,28.94,7.35,1,,,eimeria
G6,CEWE_SK_3032,31.92,28.94,7.35,1,,,eimeria
G7,CEWE_SK_3024,20.55,20.65,0.1,1,,,mouse
G8,CEWE_SK_3024,20.74,20.65,0.1,1,,,mouse
G9,CEWE_SK_3024,20.67,20.65,0.1,1,,,mouse
G10,CEWE_SK_3024,37.76,34.79,3,1,,,eimeria
G11,CEWE_SK_3024,34.87,34.79,3,1,,,eimeria
G12,CEWE_SK_3024,31.75,34.79,3,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,-,,,-,,,mouse
H3,NTC,37.89,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
Analysis Parameters,,,,,,,,
Type of Application,Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
Inverted Data,OFF,,,,,,,
Threshold setting,Noiseband,,,,,,,
Threshold level,265,,,,,,,
Baseline setting,Automatic,,,,,,,
Baseline range (from cycle no. ... to),n/a,,,,,,,
Drift Correction,OFF,,,,,,,
