# File Name: qPCR_eimeria_field_faeces_FW_26012022.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-01-26 12:15:42 PM UTC
# Run End Date/Time: 2022-01-26 01:36:23 PM UTC
# Run Duration: 80 minutes 40 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-01-28 02:52:58 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Relative Quantification v1.5.0
# Exported By: guest
# Exported On: 2022-01-28 02:53:22 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"18","B6","2","200055.97","48711.246","179165.06"
"19","B7","2","40844.973","2771.7334","3577.0752"
"20","B8","2","34566.133","1174.3904","2937.3525"
"21","B9","2","39245.188","1360.5857","1801.7289"
"22","B10","2","32099.662","2283.4065","2935.4385"
"23","B11","2","33839.414","1364.7491","2207.0364"
"24","B12","2","19710.498","582.8945","-241.84644"
"25","C1","2","250570.6","63718.91","218628.53"
"26","C2","2","265789.72","64057.613","217329.42"
"27","C3","2","237361.67","57531.086","201399.23"
"28","C4","2","121586.64","41232.848","204301.95"
"29","C5","2","108113.23","38099.14","190607.88"
"30","C6","2","97288.01","35033.984","172476.38"
"31","C7","2","32394.492","2284.8528","4161.6484"
"32","C8","2","33801.383","2734.8623","2559.17"
"33","C9","2","23190.805","1956.5737","2172.388"
"34","C10","2","22745.71","785.13354","924.2343"
"35","C11","2","24357.395","847.8539","1101.5316"
"36","C12","2","24835.498","1470.1311","524.6818"
"37","D1","2","245506.38","62593.617","212548.08"
"38","D2","2","238777.9","58021.75","198885.19"
"39","D3","2","249759.83","60176.82","210880.66"
"40","D4","2","36187.24","2951.301","2910.2627"
"41","D5","2","33717.008","2662.0793","3442.1526"
"42","D6","2","19246.43","1283.0858","1814.1997"
"43","D7","2","37123.684","3673.4795","2544.6687"
"44","D8","2","25242.08","750.546","1966.842"
"45","D9","2","23778.635","1380.6697","1987.6476"
"46","D10","2","30087.227","2372.6743","1671.9762"
"47","D11","2","22736.31","1945.8544","1895.8138"
"48","D12","2","23787.922","1804.7192","2072.767"
"49","E1","2","245381.56","62258.184","227249.62"
"50","E2","2","241862.53","60531.58","220973.2"
"51","E3","2","165809.55","42291.023","159989.27"
"52","E4","2","27782.508","1860.2905","2170.4773"
"53","E5","2","27284.734","1628.6101","3171.9395"
"54","E6","2","21988.56","1870.081","2608.1099"
"55","E7","2","26837.844","1855.7375","3398.379"
"56","E8","2","20889.77","1008.9776","1015.5043"
"57","E9","2","19509.578","1104.6888","1533.9459"
"58","E10","2","27251.645","2275.9377","1425.6975"
"59","E11","2","27564.248","2004.7574","2801.3455"
"60","E12","2","48846.66","4966.865","3373.068"
"61","F1","2","227147.25","55173.77","207756.05"
"62","F2","2","216780.1","54108.49","207952.1"
"63","F3","2","186418.55","45999.492","178307.39"
"64","F4","2","27402.482","666.13184","2745.8374"
"65","F5","2","24582.26","1485.5338","2205.8918"
"66","F6","2","40746.81","3629.4497","4981.3926"
"67","F7","2","24791.016","1502.9694","1917.7982"
"68","F8","2","16485.77","582.63837","1171.0249"
"69","F9","2","23058.744","846.83844","2032.5408"
"70","F10","2","20097.379","1011.5349","1146.4008"
"71","F11","2","28847.7","1266.7295","2021.7433"
"72","F12","2","42896.29","2498.2627","1628.1782"
"73","G1","2","219943.34","56436.26","206686.5"
"74","G2","2","226527.67","59035.605","216166.81"
"75","G3","2","198665.45","51393.66","190695.81"
"76","G4","2","28640.678","2005.7198","1926.7853"
"77","G5","2","25285.78","1754.8258","2974.9968"
"78","G6","2","23035.793","1245.0178","2572.8105"
"79","G7","2","28506.617","3212.6096","3993.226"
"80","G8","2","32954.758","2770.606","1715.5067"
"81","G9","2","20190.209","1123.9768","2329.4375"
"82","G10","2","20089.672","1801.4575","865.1478"
"83","G11","2","27682.896","1645.9927","1882.9298"
"84","G12","2","27895.729","610.4584","813.1219"
"85","H1","2","212567.89","58809.18","236661.61"
"86","H2","2","195833.25","54104.13","216029.05"
"87","H3","2","183770.62","49978.316","202643.62"
"88","H4","2","25718.865","1620.3934","1761.1414"
"89","H5","2","32218.459","2607.2644","2576.3457"
"90","H6","2","24507.832","1101.144","1862.2307"
"91","H7","2","37494.465","3537.208","3073.746"
"92","H8","2","15155.449","22.328732","811.25696"
"93","H9","2","11669.151","11.296408","1089.3926"
"94","H10","2","33232.52","1966.8511","2567.4634"
"95","H11","2","24046.488","1077.9858","1077.118"
"96","H12","2","52464.85","-570.983","-1076.5449"
"1","A1","2","106793.72","37246.22","195512.62"
"2","A2","2","113790.664","40620.855","209346.45"
"3","A3","2","104410.91","40738.074","205915.03"
"4","A4","2","106279.164","36420.242","170986.69"
"5","A5","2","81513.03","35209.797","170746.28"
"6","A6","2","90089.82","37399.86","181809.84"
"7","A7","2","18376.05","-54.661903","317.0982"
"8","A8","2","18884.166","896.704","250.26706"
"9","A9","2","12609.34","515.4643","1173.5026"
"10","A10","2","19340.348","1271.3668","1948.4126"
"11","A11","2","28202.49","645.2675","1473.4088"
"12","A12","2","25455.453","974.2353","1398.9562"
"13","B1","2","124318.73","40013.156","195061.03"
"14","B2","2","121418.914","40733.414","195172.45"
"15","B3","2","117703.48","40252.586","192244.84"
"16","B4","2","114982.586","36680.746","166515.5"
"17","B5","2","113790.086","38472.61","176203.39"
"18","B6","2","101342.98","37255.395","172713.83"
"19","B7","2","36361.78","2647.7122","3390.2202"
"20","B8","2","29933.07","1307.0956","2718.528"
"21","B9","2","36110.59","1408.8563","1458.5242"
"22","B10","2","27376.725","1894.6617","2667.4038"
"23","B11","2","30103.176","1121.679","2057.8486"
"24","B12","2","14824.494","638.9033","-718.6486"
"25","C1","2","129897.016","43958.926","209147.19"
"26","C2","2","140684.34","46527.83","208119.62"
"27","C3","2","123708.26","42609.59","193971.66"
"28","C4","2","100958.08","39134.727","196588.31"
"29","C5","2","88359.89","36668.3","182840.55"
"30","C6","2","77055.32","33300.867","165298.9"
"31","C7","2","28092.562","2390.0493","4021.6084"
"32","C8","2","29877.318","2368.1824","2160.0645"
"33","C9","2","20522.746","1668.8656","1777.4305"
"34","C10","2","19278.64","1210.207","657.5619"
"35","C11","2","21595.383","679.2504","1108.3497"
"36","C12","2","21349.23","1024.322","394.17554"
"37","D1","2","124869.82","43333.836","202532.4"
"38","D2","2","122291.055","41961.6","191605.23"
"39","D3","2","127870.94","44461.094","201644.72"
"40","D4","2","31937.564","2608.9082","3147.2769"
"41","D5","2","29354.793","1913.3125","2789.1"
"42","D6","2","16255.453","780.7235","1638.6204"
"43","D7","2","33637.527","2952.8596","2526.2144"
"44","D8","2","23516.414","565.02124","1680.5834"
"45","D9","2","20646.254","628.9213","1863.7744"
"46","D10","2","25970.223","1905.8711","1576.0745"
"47","D11","2","19426.69","1212.125","1792.5015"
"48","D12","2","20400.904","1280.2362","1428.6691"
"49","E1","2","133842.06","45239.277","217090.27"
"50","E2","2","132719.84","45782.17","212856.08"
"51","E3","2","85349.6","32539.314","152849.2"
"52","E4","2","24741.064","1736.8523","1945.5778"
"53","E5","2","22898.607","1247.8573","2901.356"
"54","E6","2","20156.682","1544.8832","2394.5645"
"55","E7","2","22760.422","2018.1781","2766.4697"
"56","E8","2","18084.598","1263.8741","1059.55"
"57","E9","2","16884.715","1253.6887","1526.631"
"58","E10","2","21822.459","2152.9727","996.24725"
"59","E11","2","23404.357","2014.5623","2293.9136"
"60","E12","2","39070.23","4180.0522","2525.9163"
"61","F1","2","133491.42","42464.406","198911.55"
"62","F2","2","122775.45","42161.992","199438.61"
"63","F3","2","107693.9","36778.09","171135.67"
"64","F4","2","24378.03","812.52405","2624.2244"
"65","F5","2","22863.227","1628.9606","2027.2479"
"66","F6","2","36932.69","3151.3938","4320.0205"
"67","F7","2","21564.033","1182.3601","2024.4874"
"68","F8","2","14897.644","550.5476","1058.8804"
"69","F9","2","20358.568","974.08484","1931.779"
"70","F10","2","16705.129","748.63055","680.6845"
"71","F11","2","24842.11","1120.2593","1888.0363"
"72","F12","2","38111.414","2230.3806","1155.3881"
"73","G1","2","121485.82","41431.785","198595.58"
"74","G2","2","122890.73","44167.688","206370.0"
"75","G3","2","107309.74","38819.71","181368.73"
"76","G4","2","24541.098","1663.1714","1819.5493"
"77","G5","2","22876.383","1461.458","2978.474"
"78","G6","2","19654.752","677.4804","2403.5388"
"79","G7","2","24345.47","2195.227","3863.4387"
"80","G8","2","28131.89","2148.14","2013.5166"
"81","G9","2","17509.219","594.7803","2129.2473"
"82","G10","2","17228.615","1683.9886","810.17926"
"83","G11","2","23252.557","1643.3153","2130.19"
"84","G12","2","22607.277","790.3368","233.3415"
"85","H1","2","127564.19","45465.723","227170.4"
"86","H2","2","116423.83","42872.035","207208.78"
"87","H3","2","109484.39","40327.887","193851.62"
"88","H4","2","21986.227","1921.7466","1751.7805"
"89","H5","2","28262.373","1553.144","2576.4875"
"90","H6","2","21194.541","445.81952","1731.7059"
"91","H7","2","31876.41","2673.0042","2784.4897"
"92","H8","2","12204.677","-81.016884","799.16907"
"93","H9","2","9184.519","-414.70947","1094.0667"
"94","H10","2","27460.068","1625.7269","2473.101"
"95","H11","2","21107.896","336.23038","1158.3608"
"96","H12","2","44816.543","-996.5045","-1023.21783"
"1","A1","3","179640.92","48631.85","203887.94"
"2","A2","3","196629.06","52413.07","219363.25"
"3","A3","3","184718.22","51633.383","213841.38"
"4","A4","3","192346.25","48090.707","179304.19"
"5","A5","3","169872.95","46768.332","178411.39"
"6","A6","3","182910.94","48458.535","191003.23"
"7","A7","3","20094.941","-274.14185","656.9892"
"8","A8","3","20856.082","801.26514","897.02704"
"9","A9","3","16479.945","-403.23447","1407.3247"
"10","A10","3","22369.527","1266.0385","2731.5146"
"11","A11","3","31804.264","313.88312","2076.5974"
"12","A12","3","30074.658","1331.7264","2023.5198"
"13","B1","3","234459.36","57868.895","203189.06"
"14","B2","3","231273.38","56586.492","203383.0"
"15","B3","3","228663.72","56073.87","201486.28"
"16","B4","3","216379.95","50206.45","174156.6"
"17","B5","3","220924.98","52137.773","184236.89"
"18","B6","3","203942.55","49640.516","179748.05"
"19","B7","3","40159.418","3125.6868","3674.504"
"20","B8","3","35735.453","1587.4031","3050.2786"
"21","B9","3","40319.42","1758.1302","1822.4122"
"22","B10","3","31494.121","2451.757","3038.2427"
"23","B11","3","34547.477","1808.9828","2245.1946"
"24","B12","3","20192.932","861.26337","-356.93323"
"25","C1","3","259956.5","63926.28","219971.33"
"26","C2","3","273903.8","65232.61","218293.27"
"27","C3","3","245920.7","58788.26","202512.69"
"28","C4","3","122358.55","40906.883","204742.77"
"29","C5","3","107413.38","38262.293","190535.75"
"30","C6","3","96040.83","34684.746","172984.12"
"31","C7","3","31687.662","2710.778","4234.388"
"32","C8","3","32826.016","3069.181","2643.1377"
"33","C9","3","23851.904","2293.932","2269.0361"
"34","C10","3","22786.213","1477.9988","895.58655"
"35","C11","3","24020.188","1700.0907","1066.0039"
"36","C12","3","24546.758","1324.5797","537.9549"
"37","D1","3","250583.11","63413.457","213989.86"
"38","D2","3","243271.95","58417.723","200164.19"
"39","D3","3","254047.69","60748.33","211663.61"
"40","D4","3","35514.484","2718.3672","3643.3684"
"41","D5","3","32992.79","2830.9995","3403.1914"
"42","D6","3","18849.598","793.84076","1942.9275"
"43","D7","3","37968.78","3512.8823","2565.633"
"44","D8","3","26594.158","915.34393","2033.4316"
"45","D9","3","22993.95","1074.5771","1976.6819"
"46","D10","3","29169.63","2369.6072","1648.2732"
"47","D11","3","23053.484","1707.1494","1816.4081"
"48","D12","3","23617.61","2201.2053","1929.754"
"49","E1","3","251181.73","62752.33","227925.64"
"50","E2","3","248279.33","61121.734","222203.92"
"51","E3","3","170336.64","42944.305","160157.58"
"52","E4","3","28495.26","1762.2349","2192.3054"
"53","E5","3","25661.562","1169.9375","3038.0166"
"54","E6","3","23100.137","1593.7202","2410.681"
"55","E7","3","26527.39","1950.6432","3005.0938"
"56","E8","3","21020.742","1039.4165","1273.6589"
"57","E9","3","19508.457","1285.6774","1825.2128"
"58","E10","3","26705.764","2372.8157","1588.4539"
"59","E11","3","28837.287","2145.1792","2731.052"
"60","E12","3","51324.895","5447.528","2977.3274"
"61","F1","3","231921.58","55672.035","207380.89"
"62","F2","3","221146.34","54344.9","209023.05"
"63","F3","3","190583.53","46661.816","178749.17"
"64","F4","3","26976.303","1056.353","3038.751"
"65","F5","3","26029.78","1610.942","2464.106"
"66","F6","3","41041.395","3564.4253","4721.763"
"67","F7","3","24426.812","1424.2794","2139.3535"
"68","F8","3","16722.426","336.5015","1089.3308"
"69","F9","3","24039.023","1024.383","1731.0466"
"70","F10","3","20060.37","981.0605","1072.0387"
"71","F11","3","30233.99","1251.7968","1819.5627"
"72","F12","3","44699.59","2933.9536","1648.8328"
"73","G1","3","221805.61","57055.89","207053.02"
"74","G2","3","232142.53","59161.367","217361.2"
"75","G3","3","203472.17","51396.61","190902.38"
"76","G4","3","28891.951","1928.9777","2419.6963"
"77","G5","3","25295.28","1854.089","3057.5996"
"78","G6","3","22023.926","1159.2115","2786.1191"
"79","G7","3","29448.105","2701.2683","3861.545"
"80","G8","3","31883.844","2612.0718","2175.8384"
"81","G9","3","20235.95","1022.53925","2234.7324"
"82","G10","3","20874.764","1639.0231","978.91144"
"83","G11","3","27365.438","1660.3627","2079.9795"
"84","G12","3","29064.238","640.4778","1087.5464"
"85","H1","3","214558.6","59761.67","237163.48"
"86","H2","3","194964.67","54261.305","216750.16"
"87","H3","3","185148.92","50590.203","202588.34"
"88","H4","3","27185.936","2668.6658","1823.6548"
"89","H5","3","33120.875","2863.7046","2944.0676"
"90","H6","3","24673.926","1057.412","1826.9545"
"91","H7","3","38580.89","3342.2666","3036.1597"
"92","H8","3","15729.477","498.59515","1043.4702"
"93","H9","3","12330.248","-79.04397","1140.0569"
"94","H10","3","35112.137","2661.5803","2610.376"
"95","H11","3","24795.365","1107.8672","1484.3381"
"96","H12","3","53823.375","-936.8821","-841.76605"
"1","A1","3","107660.32","36747.965","196216.45"
"2","A2","3","114051.945","40144.56","210685.58"
"3","A3","3","103871.82","41043.137","206337.88"
"4","A4","3","107195.85","36915.17","171646.9"
"5","A5","3","84602.09","35359.188","171119.75"
"6","A6","3","90837.47","37479.21","182764.97"
"7","A7","3","16823.568","64.506905","287.6766"
"8","A8","3","18241.021","296.98853","504.17596"
"9","A9","3","13661.139","276.67758","1060.2059"
"10","A10","3","20641.688","1429.819","2331.7302"
"11","A11","3","28763.209","763.09827","1664.4163"
"12","A12","3","25919.602","884.9925","1729.5654"
"13","B1","3","127900.055","41412.895","195031.61"
"14","B2","3","123887.414","42203.41","195186.02"
"15","B3","3","121720.32","41520.9","193128.84"
"16","B4","3","116295.5","37431.785","167042.88"
"17","B5","3","116389.72","39231.383","176508.53"
"18","B6","3","106041.805","38160.16","173864.78"
"19","B7","3","35292.992","2411.7656","3395.8484"
"20","B8","3","31858.705","1344.5964","2621.7063"
"21","B9","3","35740.258","1641.1877","1813.2109"
"22","B10","3","27316.377","2608.0828","2750.56"
"23","B11","3","30231.975","1506.8945","2131.8157"
"24","B12","3","16634.277","570.2429","-472.4248"
"25","C1","3","132539.67","44959.105","211684.17"
"26","C2","3","144335.64","47075.914","209120.39"
"27","C3","3","126635.63","42879.098","194310.2"
"28","C4","3","100388.41","39359.496","197308.62"
"29","C5","3","87962.42","36616.652","182980.62"
"30","C6","3","76151.45","33535.56","165752.19"
"31","C7","3","28304.947","2314.4614","3921.527"
"32","C8","3","30193.846","2346.5503","2465.0544"
"33","C9","3","21206.33","1621.593","1781.6746"
"34","C10","3","19466.186","1389.0632","650.18475"
"35","C11","3","21257.09","836.68854","1216.9619"
"36","C12","3","20888.238","986.24744","530.45844"
"37","D1","3","129695.62","44354.016","203994.86"
"38","D2","3","125965.14","41936.824","192124.62"
"39","D3","3","130871.53","44574.312","202560.3"
"40","D4","3","33095.24","2274.8135","2870.0906"
"41","D5","3","29146.818","2369.7446","2732.8232"
"42","D6","3","16863.9","569.0756","1675.6516"
"43","D7","3","34399.027","2977.1638","2507.0234"
