Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
F8,ILWE_AA_0368,22.8,22.77,0.07,1,,,mouse
F9,ILWE_AA_0368,22.68,22.77,0.07,1,,,mouse
F10,ILWE_AA_0368,34.19,34.95,1.09,1,,,eimeria
F11,ILWE_AA_0368,36.2,34.95,1.09,1,,,eimeria
F12,ILWE_AA_0368,34.47,34.95,1.09,1,,,eimeria
G1,CEWE_AA_0369,21.68,21.6,0.1,1,,,mouse
G2,CEWE_AA_0369,21.63,21.6,0.1,1,,,mouse
G3,CEWE_AA_0369,21.49,21.6,0.1,1,,,mouse
G4,CEWE_AA_0369,32.94,33.14,0.28,1,,,eimeria
G5,CEWE_AA_0369,33.03,33.14,0.28,1,,,eimeria
G6,CEWE_AA_0369,33.45,33.14,0.28,1,,,eimeria
G7,ILWE_AA_0369,21.66,21.43,0.2,1,,,mouse
G8,ILWE_AA_0369,21.29,21.43,0.2,1,,,mouse
G9,ILWE_AA_0369,21.35,21.43,0.2,1,,,mouse
G10,ILWE_AA_0369,34.21,33.95,0.61,1,,,eimeria
G11,ILWE_AA_0369,34.38,33.95,0.61,1,,,eimeria
G12,ILWE_AA_0369,33.25,33.95,0.61,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,38.28,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",350,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
