Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
G2,CEWE_AA_0275,20.16,20.2,0.08,1,,,mouse
G3,CEWE_AA_0275,20.29,20.2,0.08,1,,,mouse
G4,CEWE_AA_0275,35.97,34.81,1.08,1,,,eimeria
G5,CEWE_AA_0275,34.64,34.81,1.08,1,,,eimeria
G6,CEWE_AA_0275,33.83,34.81,1.08,1,,,eimeria
G7,ILWE_AA_0275,19.51,19.78,0.25,1,,,mouse
G8,ILWE_AA_0275,20,19.78,0.25,1,,,mouse
G9,ILWE_AA_0275,19.83,19.78,0.25,1,,,mouse
G10,ILWE_AA_0275,32.19,31.8,0.36,1,,,eimeria
G11,ILWE_AA_0275,31.73,31.8,0.36,1,,,eimeria
G12,ILWE_AA_0275,31.48,31.8,0.36,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,-,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,35.87,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,38.6,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,36.96,34.51,2.21,-,,,eimeria
H11,water,33.9,34.51,2.21,-,,,eimeria
H12,water,32.67,34.51,2.21,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",363,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
