Pos,Name,Ct SYBR,Ct Mean SYBR,Ct Dev. SYBR,Amount SYBR [Copies],Amount Mean SYBR,Amount Dev. SYBR,Target SYBR
G5,IlWe AA_0047,28.83,28.99,0.28,1.00,,,eimeria
G6,IlWe AA_0047,28.83,28.99,0.28,1.00,,,eimeria
G7,CeWe AA_0070,19.93,19.84,0.25,1.00,,,mouse
G8,CeWe AA_0070,19.56,19.84,0.25,1.00,,,mouse
G9,CeWe AA_0070,20.04,19.84,0.25,1.00,,,mouse
G10,CeWe AA_0070,23.74,23.78,0.27,1.00,,,eimeria
G11,CeWe AA_0070,23.53,23.78,0.27,1.00,,,eimeria
G12,CeWe AA_0070,24.06,23.78,0.27,1.00,,,eimeria
H1,NTC,37.81,38.08,0.38,-,,,mouse
H2,NTC,38.36,38.08,0.38,-,,,mouse
H3,NTC,-,38.08,0.38,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,36.73,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,37.69,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
Analysis Parameters,,,,,,,,
Type of Application,Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
Inverted Data,OFF,,,,,,,
Threshold setting,Noiseband,,,,,,,
Threshold level,328,,,,,,,
Baseline setting,Automatic,,,,,,,
Baseline range (from cycle no. ... to),n/a,,,,,,,
Drift Correction,OFF,,,,,,,
