"Mouse_ID","Feces_g","year","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","comments","PBS_dil_in_mL","OPG"
"SK_3114","0.381","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3115","0.294","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3116","0.219","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3117","0.158","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3118","0.233","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3119","0.218","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3120","0.276","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3121","0.125","2015","Alice","Jan2018","3","0","0","0","0","3","0","1","0.875","small eimeria","0.1","7000"
"SK_3122","0.156","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3123","0.224","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","worms eggs cf alice lab book","0.1","0"
"SK_3124","0.204","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3125","0.626","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3126","0.252","2015","Alice","Jan2018","9","7","10","8","10","12","8","10","9.25","","0.1","36706.3492063492"
"SK_3127","0.189","2015","Alice","Jan2018","47","49","27","32","30","36","32","54","38.375","","0.1","203042.328042328"
"SK_3129","0.251","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3130","0.197","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3131","0.167","2015","Alice","Jan2018","18","19","7","22","13","15","23","22","17.375","","0.1","104041.916167665"
"SK_3132","0.138","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3133","0.154","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3134","0.122","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3135","0.141","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3136","0.207","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","too cloudy for detection","0.1","0"
"SK_3137","0.223","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3138","0.191","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","nematode eggs","0.1","0"
"SK_3139","0.254","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","worms eggs cf alice lab book","0.1","0"
"SK_3140","0.32","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3141","0.212","2015","Lorenzo","2017","0","0","0","0","0","0","0","0","0","trichuris eggs","0.1","0"
"SK_3142","0.219","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","full of trichuris","0.1","0"
"SK_3143","0.162","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3144","0.058","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","full of trichuris","0.1","0"
"SK_3145","0.131","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","full of trichuris","0.1","0"
"SK_3146","0.211","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3147","0.141","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3148","0.173","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3149","0.158","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3150","0.255","2015","Alice","Jan2018","1","0","1","1","1","1","0","0","0.625","few only. Aspiculuris eggs","0.1","2450.98039215686"
"SK_3151","0.148","2015","Alice","Jan2018","19","16","20","16","9","16","19","13","16","","0.1","108108.108108108"
"SK_3152","0.042","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3154","0.153","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3155","0.119","2015","Lorenzo","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3156","0.159","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3157","0.082","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3158","0.199","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3159","0.221","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3160","0.331","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3161","0.231","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3162","0.411","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","nematode eggs","0.1","0"
"SK_3164","0.416","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3165","0.243","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3166","0.279","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3167","0.195","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3168","0.282","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3169","0.424","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","worm eggs","0.1","0"
"SK_3170","0.289","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3171","0.183","2015","Alice","Jan2018","0","1","0","0","0","0","1","0","0.25","","0.1","1366.12021857923"
"SK_3172","0.33","2015","Alice","Jan2018","1","0","1","0","0","0","0","0","0.25","","0.1","757.575757575758"
"SK_3173","0.278","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3174","0.11","2015","Alice","Jan2018","20","11","9","14","10","11","15","12","12.75","","0.1","115909.090909091"
"SK_3175","0.246","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3176","0.266","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3178","0.334","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","worms eggs cf alice lab book","0.1","0"
"SK_3179","0.218","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3180","0.239","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3181","0.448","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","cestode eggs","0.1","0"
"SK_3182","0.615","2015","Alice","Jan2018","1","0","1","0","0","0","0","0","0.25","","0.1","406.50406504065"
"SK_3183","0.25","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3184","0.126","2015","Alice","Jan2018","6","10","13","9","4","13","11","9","9.375","","0.1","74404.7619047619"
"SK_3185","0.324","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","another coccidia?","0.1","0"
"SK_3186","0.331","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3187","0.191","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3188","0.191","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","worms eggs cf alice lab book","0.1","0"
"SK_3189","0.178","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3190","0.137","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","trichuris eggs","0.1","0"
"SK_3191","0.172","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3192",NA,"2015","Alice","Jan2018","1","0","0","0","1","0","0","0","0.25","not sure  just one. nematode eggs","0.1",NA
"SK_3207","0.33","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3208","0.207","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3209","0.311","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3210","0.234","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3211","0.139","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"SK_3212","0.224","2015","Alice","Jan2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0047","1","2016","Alice","April2018","14","17","18","16",NA,NA,NA,NA,"16.25","","0.1","16250"
"AA_0048","1","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0049","1","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0050","1","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0051","1","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0052","1","2016","Alice","April2018","1","1","3","2","0","3","0","1","1.375","","0.1","1375"
"AA_0053","1","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0054","1","2016","Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,"NaN","Positive_LOST","0.1","NaN"
"AA_0055","1","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0058","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0059","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0060","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0061","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0062","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0063","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0064","2.5","2016","Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,"NaN","Positive_LOST","0.1","NaN"
"AA_0065","2.5","2016","Alice","April2018","1","0","0","0","1","0","0","0","0.25","","0.1","100"
"AA_0066","2.5","2016","Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,"NaN","Positive_LOST","0.1","NaN"
"AA_0067","2.5","2016","Alice","April2018","1","0","0","0","0","0","0","0","0.125","","0.1","50"
"AA_0068","2.5","2016","Alice","April2018","4","4","3","0","1","2","1","2","2.125","","0.1","850"
"AA_0069","2.5","2016","Alice","April2018","3","5","3","4","3","8","5","2","4.125","","0.1","1650"
"AA_0070","2.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0071","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0072","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0073","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0074","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0075","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0076","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0077","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0078","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0079","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0080","2.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0081","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0082","2.5","2016","Alice","April2018","1","0","0","0","0","0","0","0","0.125","","0.1","50"
"AA_0083","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0084","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0085","2.5","2016","Alice","April2018","7","8","4","5",NA,"5","6","14","7","","0.1","2800"
"AA_0086","2.5","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0087","4.5","2016","Alice","April2018","2","1","10","3","1","3","1","2","2.875","","0.1","638.888888888889"
"AA_0088","4","2016","Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,"NaN","Positive_LOST","0.1","NaN"
"AA_0089","3","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0090","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0091","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0092","3","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0093","1","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0094","1","2016","Alice","April2018","2","1","1","5","3","3","1","4","2.5","","0.1","2500"
"AA_0095","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0096","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0097","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0098","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0099","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0100","2","2016","Alice","April2018","1","0","0","0","0","0","0","1","0.25","","0.1","125"
"AA_0101","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0102","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0103","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0104","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0105","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0106","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0107","2","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0108","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0109","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0116","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0117","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0118","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0119","2","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0120","2","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0121","2","2016","Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,"NaN","Positive_LOST","0.1","NaN"
"AA_0122","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0123","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0124","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0125","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0126","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0127","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0128","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0129","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0130","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0131","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0132","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0133","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0134","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0135","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0136","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0137","2","2016","Alice","April2018","1","4","1","3","1","3","1","1","1.875","","0.1","937.5"
"AA_0138","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0139",NA,"2016","Alice","April2018","1","0","0","0","0","0","0","0","0.125","some pellet has been removed before ??remove sample from study","0.1",NA
"AA_0140","4","2016","Alice","April2018","1","1","1","0","0","0","1","2","0.75","","0.1","187.5"
"AA_0141","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0142","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0143","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0144","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0145","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0146","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0147","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0148","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0149","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0150","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0151","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0152","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0153","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0154","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0155","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0156","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0157","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0158","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0159","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0160","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0161","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0162","2","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0163","4","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0164","6","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0165","4","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0166","4","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0167","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0168","4","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0169","4","2016","Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,"NaN","Positive_LOST","0.1","NaN"
"AA_0170","4","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0171","4","2016","Enas","2017","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0172","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0173","3","2016","Alice","April2018","5","6","7","7","7","6","10","8","7","","0.1","2333.33333333333"
"AA_0174","4","2016","Alice","April2018","0","2","0","0","0","0","0","0","0.25","","0.1","62.5"
"AA_0175","4","2016","Alice","April2018","0","0","0","1","0","0","0","0","0.125","","0.1","31.25"
"AA_0176","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0177","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0178","3.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0179","4","2016","Alice","April2018","4","3","6","6","5","6","5","1","4.5","","0.1","1125"
"AA_0180","4","2016","Alice","April2018","1","0","0","1","0","0","0","0","0.25","","0.1","62.5"
"AA_0181","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0182","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0183","4","2016","Alice","April2018","0","1","0","0","1","1","1","1","0.625","","0.1","156.25"
"AA_0184","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0185","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0186","3","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0187","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0188","3","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0189","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0190","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0191","2","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0192","2","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0193","2.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0194","2.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0195","2.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0196","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0197","1","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0198","3.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0199","3.5","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0200","3.5","2016","Alice","April2018","1","0","0","0","0","0","0","0","0.125","","0.1","35.7142857142857"
"AA_0201","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0202","4","2016","Alice","April2018","1","0","0","0","0","0","0","0","0.125","","0.1","31.25"
"AA_0203","3","2016","Alice","April2018","0","0","0","1","0","0","1","0","0.25","","0.1","83.3333333333333"
"AA_0204","2","2016","Alice","April2018","2","4","4","1","2","4","3","1","2.625","","0.1","1312.5"
"AA_0205","2","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0206","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0207","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0208","4","2016","Alice","April2018","1","0","0","0","0","0","0","0","0.125","","0.1","31.25"
"AA_0209","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0210","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0211","4","2016","Alice","April2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0237","0.34","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0238","0.11","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0239","0.36","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0240","0.71","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0242","0.9","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0243","0.54","2017","Alice","March2018","1","4","4","1","5","8","0","2","3.125","","0.1","5787.03703703704"
"AA_0245","0.34","2017","Alice","March2018","4","8","11","7","14","8","11","10","9.125","","0.1","26838.2352941176"
"AA_0246","0.11","2017","Alice","March2018","1","0","1","0","1","2","2","0","0.875","","0.1","7954.54545454545"
"AA_0247","1.2","2017","Alice","March2018","4","3","7","3","5","4","6","1","4.125","","0.1","3437.5"
"AA_0248","0.41","2017","Alice","March2018","0","0","0","1","0","0","0","0","0.125","","0.1","304.878048780488"
"AA_0249","0.82","2017","Alice","March2018","19","15","15","13","13","8","11","10","13","","0.1","15853.6585365854"
"AA_0250","0.34","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
"AA_0251","1.02","2017","Alice","March2018","2","4","3","2","2","3","5","2","2.875","","0.1","2818.62745098039"
"AA_0252","0.9","2017","Alice","March2018","0","0","0","0","0","0","0","0","0","","0.1","0"
