Year ,Transect ,Code ,Mouse_ID,n18S_Seq,COI_Seq,ORF470_Seq,Species
2014,HZ_CZ ,NVCH1 ,SK_2719,negative,negative,negative,Negative
2014,HZ_CZ ,WOZW1 ,SK_2720,negative,negative,negative,Negative
2014,HZ_CZ ,ODM4 ,SK_2721,negative,negative,negative,Negative
2014,HZ_CZ ,ODM4 ,SK_2722,negative,negative,negative,Negative
2014,HZ_CZ ,WOZW1 ,SK_2723,negative,negative,negative,Negative
2014,HZ_CZ ,ZIST ,SK_2724,negative,negative,negative,Negative
2014,HZ_CZ ,HUR3 ,SK_2725,negative,negative,negative,Negative
2014,HZ_CZ ,ZIST ,SK_2726,negative,negative,negative,Negative
2014,HZ_CZ ,TYN4 ,SK_2727,negative,negative,negative,Negative
2014,HZ_CZ ,PRE11 ,SK_2728,negative,negative,negative,Negative
2014,HZ_CZ ,TYN4 ,SK_2729,negative,negative,negative,Negative
2014,HZ_CZ ,PRE11 ,SK_2730,negative,negative,negative,Negative
2014,HZ_CZ ,KRASIK ,SK_2731,negative,negative,negative,Negative
2014,HZ_CZ ,KRASIK ,SK_2732,negative,negative,negative,Negative
2014,HZ_CZ ,KRASIK ,SK_2733,negative,negative,negative,Negative
2014,HZ_CZ ,PAST ,SK_2734,negative,negative,negative,Negative
2014,HZ_CZ ,JIND31 ,SK_2735,negative,negative,negative,Negative
2014,HZ_CZ ,PRE11 ,SK_2736,negative,negative,negative,Negative
2014,HZ_CZ ,VER15 ,SK_2737,negative,negative,negative,Negative
2014,HZ_CZ ,VER15 ,SK_2738,negative,negative,negative,Negative
2014,HZ_CZ ,KRASIK ,SK_2739,negative,negative,negative,Negative
2014,HZ_CZ ,HUR3 ,SK_2740,negative,negative,negative,Negative
2014,HZ_CZ ,BLAZI ,SK_2741,negative,negative,negative,Negative
2014,HZ_CZ ,SEYB ,SK_2742,negative,negative,negative,Negative
2014,HZ_CZ ,SEYB ,SK_2743,negative,negative,negative,Negative
2014,HZ_CZ ,BLAZI ,SK_2744,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ2 ,SK_2745,negative,negative,negative,Negative
2014,HZ_CZ ,HUR3 ,SK_2746,negative,negative,negative,Negative
2014,HZ_CZ ,HUR3 ,SK_2747,negative,negative,negative,Negative
2014,HZ_CZ ,MUNR ,SK_2748,negative,negative,negative,Negative
2014,HZ_CZ ,MUNR ,SK_2749,negative,negative,negative,Negative
2014,HZ_CZ ,KRIZ60 ,SK_2750,negative,negative,negative,Negative
2014,HZ_CZ ,BLAZI ,SK_2751,negative,negative,negative,Negative
2014,HZ_CZ ,ODM4 ,SK_2752,negative,negative,negative,Negative
2014,HZ_CZ ,ODM4 ,SK_2753,negative,negative,negative,Negative
2014,HZ_CZ ,BLAZI ,SK_2754,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ2 ,SK_2755,negative,negative,negative,Negative
2014,HZ_CZ ,PAST ,SK_2756,negative,negative,negative,Negative
2014,HZ_CZ ,MUNR ,SK_2757,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ2 ,SK_2758,negative,negative,negative,Negative
2014,HZ_CZ ,ROSE ,SK_2759,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ1 ,SK_2760,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ1 ,SK_2761,negative,negative,negative,Negative
2014,HZ_CZ ,NEBFP ,SK_2762,negative,negative,negative,Negative
2014,HZ_CZ ,MUNR ,SK_2763,negative,negative,negative,Negative
2014,HZ_CZ ,KRIZ1 ,SK_2764,negative,negative,negative,Negative
2014,HZ_CZ ,KRIZ1 ,SK_2765,negative,negative,negative,Negative
2014,HZ_CZ ,KRIZ1 ,SK_2766,negative,negative,negative,Negative
2014,HZ_CZ ,KRIZ1 ,SK_2767,negative,negative,negative,Negative
2014,HZ_CZ ,SEYB ,SK_2768,negative,negative,negative,Negative
2014,HZ_CZ ,SEYB ,SK_2769,negative,negative,negative,Negative
2014,HZ_CZ ,SABIH ,SK_2770,negative,negative,negative,Negative
2014,HZ_CZ ,SABIH ,SK_2771,negative,negative,negative,Negative
2014,HZ_CZ ,HOHBG1 ,SK_2772,negative,negative,negative,Negative
2014,HZ_CZ ,HOHBG1 ,SK_2773,negative,negative,negative,Negative
2014,HZ_CZ ,SABI86 ,SK_2774,negative,negative,negative,Negative
2014,HZ_CZ ,PAST ,SK_2775,negative,negative,negative,Negative
2014,HZ_CZ ,WOHL ,SK_2776,negative,negative,negative,Negative
2014,HZ_CZ ,SABI86 ,SK_2777,negative,negative,negative,Negative
2014,HZ_CZ ,PAST ,SK_2778,negative,positive,positive,E_vermiformis
2014,HZ_CZ ,JOSE ,SK_2779,negative,negative,negative,Negative
2014,HZ_CZ ,JOSE ,SK_2780,negative,negative,negative,Negative
2014,HZ_CZ ,KRIZ1 ,SK_2781,negative,negative,negative,Negative
2014,HZ_CZ ,ODM4 ,SK_2782,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2783,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2784,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2785,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2786,negative,negative,negative,Negative
2014,HZ_CZ ,SABI86 ,SK_2787,negative,negative,negative,Negative
2014,HZ_CZ ,CHL1 ,SK_2788,negative,negative,negative,Negative
2014,HZ_CZ ,MAIE9 ,SK_2789,positive,positive,positive,E_ferrisi
2014,NA,CHL161 ,SK_2790,negative,negative,negative,Negative
2014,NA,CHL161 ,SK_2791,negative,negative,negative,Negative
2014,HZ_CZ ,CHL161 ,SK_2792,negative,negative,negative,Negative
2014,HZ_CZ ,CHL1 ,SK_2793,negative,negative,negative,Negative
2014,HZ_CZ ,CHL161 ,SK_2794,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2795,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2796,positive,positive,positive,E_ferrisi
2014,HZ_CZ ,MIL64 ,SK_2797,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2798,negative,positive,positive,E_ferrisi
2014,HZ_CZ ,BUS2 ,SK_2799,negative,negative,negative,Negative
2014,HZ_CZ ,BUS2 ,SK_2800,negative,negative,negative,Negative
2014,HZ_CZ ,BUS2 ,SK_2801,negative,negative,negative,Negative
2014,HZ_CZ ,BUS2 ,SK_2802,negative,negative,negative,Negative
2014,HZ_CZ ,STR2 ,SK_2803,negative,negative,negative,Negative
2014,HZ_CZ ,STR2 ,SK_2804,negative,negative,negative,Negative
2014,HZ_CZ ,STR2 ,SK_2805,negative,negative,negative,Negative
2014,HZ_BR ,ZEHL1 ,SK_2806,negative,negative,negative,Negative
2014,HZ_BR ,ZEHL1 ,SK_2807,positive,positive,positive,E_ferrisi
2014,HZ_BR ,ZEHL1 ,SK_2808,positive,positive,negative,E_falciformis
2014,HZ_BR ,ZEHL1 ,SK_2809,positive,positive,positive,E_falciformis
2014,HZ_BR ,ZEHL1 ,SK_2810,positive,positive,negative,E_ferrisi
2014,HZ_BR ,ZEHL1 ,SK_2811,positive,positive,negative,E_ferrisi
2014,HZ_BR ,ZEHL1 ,SK_2812,positive,positive,negative,E_ferrisi
2014,HZ_BR ,LIEB38 ,SK_2813,negative,negative,negative,Negative
2014,HZ_BR ,LIEB38 ,SK_2814,negative,negative,negative,Negative
2014,HZ_BR ,LIEB38 ,SK_2815,negative,positive,positive,E_ferrisi
2014,HZ_BR ,LIEB38 ,SK_2816,negative,negative,negative,Negative
2014,HZ_BR ,BRUNN3 ,SK_2817,negative,negative,negative,Negative
2014,HZ_BR ,BRUNN3 ,SK_2818,negative,negative,negative,Negative
2014,HZ_BR ,BRUNN3 ,SK_2819,negative,negative,negative,Negative
2014,HZ_BR ,LIET21 ,SK_2820,negative,negative,negative,Negative
2014,HZ_BR ,PAUS ,SK_2821,negative,negative,negative,Negative
2014,HZ_BR ,PAUS ,SK_2822,positive,positive,negative,E_falciformis
2014,HZ_BR ,PAUS ,SK_2823,positive,positive,positive,E_falciformis
2014,HZ_BR ,PAUS ,SK_2824,positive,positive,positive,E_falciformis
2014,HZ_BR ,PAUS ,SK_2825,positive,positive,negative,E_falciformis
2014,HZ_BR ,STAFF ,SK_2826,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2827,positive,positive,negative,E_ferrisi
2014,HZ_BR ,TEMP8c ,SK_2828,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2829,positive,positive,positive,E_ferrisi
2014,HZ_BR ,DANE22 ,SK_2830,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2831,positive,positive,negative,E_ferrisi
2014,HZ_BR ,NEUG21 ,SK_2832,negative,negative,negative,Negative
2014,HZ_BR ,NEUG21 ,SK_2833,negative,negative,negative,Negative
2014,HZ_BR ,NEUG21 ,SK_2834,negative,negative,negative,Negative
2014,HZ_BR ,HAMM ,SK_2835,negative,negative,negative,Negative
2014,HZ_BR ,BEETZ ,SK_2836,negative,negative,negative,Negative
2014,HZ_BR ,BEETZ ,SK_2837,negative,negative,negative,Negative
2014,HZ_BR ,BEETZ ,SK_2838,negative,negative,negative,Negative
2014,HZ_BR ,FRFE11 ,SK_2839,negative,negative,negative,Negative
2014,HZ_BR ,FRFE11 ,SK_2840,negative,negative,negative,Negative
2014,HZ_BR ,FRFE11 ,SK_2841,negative,negative,negative,Negative
2014,HZ_BR ,FRFE11 ,SK_2842,negative,negative,negative,Negative
2014,HZ_BR ,FRFE11 ,SK_2843,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2844,negative,negative,negative,Negative
2014,HZ_BR ,NEUR14 ,SK_2845,negative,negative,negative,Negative
2014,HZ_BR ,NEUR14 ,SK_2846,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2847,positive,negative,negative,E_ferrisi
2014,HZ_BR ,DANE22 ,SK_2848,positive,positive,positive,E_ferrisi
2014,HZ_BR ,NEUR14 ,SK_2849,negative,negative,negative,Negative
2014,HZ_BR ,ZACK20 ,SK_2850,negative,negative,negative,Negative
2014,HZ_CZ ,KVET3 ,SK_2851,negative,negative,negative,Negative
2014,HZ_CZ ,KAC2 ,SK_2852,negative,negative,negative,Negative
2014,HZ_CZ ,CHOT1 ,SK_2853,negative,negative,negative,Negative
2014,HZ_CZ ,CHOT1 ,SK_2854,negative,negative,negative,Negative
2014,HZ_CZ ,KAC2 ,SK_2855,negative,negative,negative,Negative
2014,HZ_CZ ,VRB7 ,SK_2856,negative,negative,negative,Negative
2014,HZ_CZ ,VRB7 ,SK_2857,negative,negative,negative,Negative
2014,HZ_CZ ,NEPO1 ,SK_2858,negative,negative,negative,Negative
2014,HZ_CZ ,NEB3 ,SK_2859,negative,negative,negative,Negative
2014,HZ_CZ ,NEB3 ,SK_2860,negative,negative,negative,Negative
2014,HZ_CZ ,NEB3 ,SK_2861,negative,negative,negative,Negative
2014,HZ_CZ ,NEPO1 ,SK_2862,negative,negative,negative,Negative
2014,HZ_CZ ,VRBI4 ,SK_2863,negative,negative,negative,Negative
2014,HZ_CZ ,KVET3 ,SK_2864,negative,negative,negative,Negative
2014,HZ_CZ ,DODV ,SK_2865,negative,negative,negative,Negative
2014,HZ_CZ ,DODV ,SK_2866,negative,negative,negative,Negative
2014,HZ_CZ ,JIND5 ,SK_2867,negative,negative,negative,Negative
2014,HZ_CZ ,CHOT1 ,SK_2868,negative,negative,negative,Negative
2014,HZ_CZ ,VER15 ,SK_2869,negative,negative,negative,Negative
2014,HZ_CZ ,DODV ,SK_2870,negative,negative,negative,Negative
2014,HZ_CZ ,BLAZI ,SK_2871,negative,negative,negative,Negative
2014,HZ_CZ ,NEBFP ,SK_2872,negative,negative,negative,Negative
2014,HZ_CZ ,BLAZI ,SK_2873,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ1 ,SK_2874,negative,negative,negative,Negative
2014,HZ_CZ ,BEZ1 ,SK_2875,negative,negative,negative,Negative
2014,HZ_CZ ,SEYB ,SK_2876,negative,negative,negative,Negative
2014,HZ_CZ ,SEYB ,SK_2877,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2878,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2879,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2880,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2881,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2882,negative,negative,negative,Negative
2014,HZ_CZ ,LOUZ ,SK_2883,negative,negative,negative,Negative
2014,NA,CHL161 ,SK_2884,negative,negative,negative,Negative
2014,HZ_CZ ,CHL161 ,SK_2885,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2886,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2887,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2888,negative,negative,negative,Negative
2014,HZ_CZ ,MIL64 ,SK_2889,negative,negative,negative,Negative
2014,HZ_BR ,BRUNN3 ,SK_2890,negative,negative,negative,Negative
2014,HZ_BR ,JOACH ,SK_2891,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2892,negative,negative,negative,Negative
2014,HZ_BR ,DANE22 ,SK_2893,negative,negative,negative,Negative
2014,HZ_BR ,NEUR14 ,SK_2894,negative,negative,negative,Negative
2014,HZ_BR ,ZACK20 ,SK_2895,negative,negative,negative,Negative
2014,HZ_BR ,SCHM1 ,SK_2896,negative,negative,negative,Negative
2014,HZ_BR ,HOWZ30 ,SK_2897,negative,negative,negative,Negative
2014,HZ_BR ,HOWZ30 ,SK_2898,negative,negative,negative,Negative
2014,HZ_BR ,HOWZ30 ,SK_2899,negative,negative,negative,Negative
2014,HZ_BR ,AHDF7 ,SK_2900,negative,negative,negative,Negative
2014,HZ_BR ,NEUR14 ,SK_2905,negative,negative,negative,Negative
2014,HZ_BR ,ZACK20 ,SK_2906,negative,negative,negative,Negative
2014,HZ_BR ,ZACK20 ,SK_2907,negative,negative,negative,Negative
2014,HZ_BR ,RUDN21 ,SK_2908,negative,negative,negative,Negative
2014,HZ_BR ,FLIE28 ,SK_2909,negative,negative,negative,Negative
2014,HZ_BR ,FLIE28 ,SK_2910,negative,negative,negative,Negative
2014,HZ_BR ,JOACH ,SK_2911,positive,positive,negative,E_ferrisi
2014,HZ_BR ,JOACH ,SK_2912,negative,negative,negative,Negative
2014,HZ_BR ,HOWZ30 ,SK_2913,positive,positive,positive,E_ferrisi
2014,HZ_BR ,HOWZ30 ,SK_2914,negative,negative,negative,Negative
2014,HZ_BR ,HOWZ30 ,SK_2915,negative,negative,negative,Negative
2014,HZ_BR ,HOWZ30 ,SK_2916,negative,negative,negative,Negative
2014,HZ_BR ,NEULO9 ,SK_2917,positive,negative,negative,E_ferrisi
2014,HZ_BR ,NEULO9 ,SK_2918,negative,positive,negative,E_ferrisi
2014,HZ_BR ,NEULO9 ,SK_2919,negative,positive,negative,E_ferrisi
2014,HZ_BR ,NEULO9 ,SK_2920,positive,positive,positive,E_ferrisi
2014,HZ_BR ,NEULO9 ,SK_2921,negative,negative,negative,Negative
2014,HZ_BR ,BOECK ,SK_2922,negative,negative,negative,Negative
2014,HZ_BR ,SCHM1 ,SK_2923,negative,negative,negative,Negative
2014,HZ_BR ,TEMM ,SK_2924,negative,positive,negative,E_ferrisi
2014,HZ_BR ,LUEB21 ,SK_2925,negative,negative,negative,Negative
2014,HZ_BR ,ZEHL21 ,SK_2926,negative,negative,negative,Negative
2014,HZ_BR ,STEG1 ,SK_2927,negative,negative,negative,Negative
2014,HZ_BR ,STEG1 ,SK_2928,negative,negative,negative,Negative
2014,HZ_BR ,STEG1 ,SK_2929,negative,negative,negative,Negative
2014,HZ_BR ,AHDF7 ,SK_2930,negative,negative,negative,Negative
2014,HZ_BR ,AHDF7 ,SK_2931,negative,negative,negative,Negative
2014,HZ_BR ,STEG1 ,SK_2932,negative,negative,negative,Negative
2014,HZ_BR ,AHDF7 ,SK_2933,negative,negative,negative,Negative
2014,HZ_BR ,AHDF7 ,SK_2934,negative,negative,negative,Negative
2014,HZ_BR ,NETEM7 ,SK_2935,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2951,negative,positive,negative,E_ferrisi
2015,HZ_BAV ,LERA9 ,SK_2952,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2953,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2954,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2955,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2956,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2957,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3A ,SK_2958,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3B ,SK_2959,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3A ,SK_2960,negative,negative,negative,Negative
2015,HZ_BAV ,OBERT3A ,SK_2961,negative,negative,negative,Negative
2015,HZ_BAV ,OEDE ,SK_2962,negative,negative,negative,Negative
2015,HZ_BAV ,OBERN8 ,SK_2963,negative,negative,negative,Negative
2015,HZ_BAV ,OBERN8 ,SK_2964,negative,negative,negative,Negative
2015,HZ_BAV ,GEISL7 ,SK_2965,negative,negative,negative,Negative
2015,HZ_BAV ,OBERN8 ,SK_2966,negative,negative,negative,Negative
2015,HZ_BAV ,TIEF28 ,SK_2967,negative,negative,negative,Negative
2015,HZ_BAV ,ZUM16 ,SK_2968,negative,negative,negative,Negative
2015,HZ_BAV ,GFALL9 ,SK_2969,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_2970,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_2971,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_2972,negative,negative,positive,E_ferrisi
2015,HZ_BAV ,KLESS2 ,SK_2973,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_2974,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_2975,positive,positive,positive,E_ferrisi
2015,HZ_BAV ,LOID5 ,SK_2976,negative,negative,negative,Negative
2015,HZ_BAV ,NEUALL ,SK_2977,negative,negative,negative,Negative
2015,HZ_BAV ,NEUALL ,SK_2978,negative,negative,negative,Negative
2015,HZ_BAV ,ZAIT36 ,SK_2979,negative,negative,negative,Negative
2015,HZ_BAV ,ZAIT36 ,SK_2980,negative,negative,negative,Negative
2015,HZ_BAV ,ZAIT36 ,SK_2981,negative,negative,negative,Negative
2015,HZ_BAV ,ZAIT36 ,SK_2982,negative,negative,negative,Negative
2015,HZ_BAV ,UNSCHH ,SK_2983,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2984,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2985,negative,negative,negative,Negative
2015,HZ_BAV ,EITEN8 ,SK_2986,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_2987,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2988,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2989,negative,negative,negative,Negative
2015,HZ_BAV ,LERA9 ,SK_2990,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2991,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2992,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2993,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2994,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2995,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2996,negative,positive,positive,E_falciformis
2015,HZ_BAV ,LETZ ,SK_2997,negative,negative,negative,Negative
2015,HZ_BAV ,LETZ ,SK_2998,negative,positive,positive,E_ferrisi
2015,HZ_BAV ,TAUCH6 ,SK_2999,negative,negative,negative,Negative
2015,HZ_BAV ,KLESS2 ,SK_3000,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_3001,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_3002,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_3003,negative,positive,positive,E_ferrisi
2015,HZ_BAV ,LOID5 ,SK_3004,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_3005,negative,negative,negative,Negative
2015,HZ_BAV ,ROTZG2 ,SK_3006,negative,negative,negative,Negative
2015,HZ_BAV ,GSCHW ,SK_3007,negative,negative,negative,Negative
2015,HZ_BAV ,GSCHW ,SK_3008,negative,negative,negative,Negative
2015,HZ_BAV ,GSCHW ,SK_3009,negative,negative,negative,Negative
2015,HZ_BAV ,GSCHW ,SK_3010,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSH ,SK_3011,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSH ,SK_3012,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSH ,SK_3013,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSH ,SK_3014,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSH ,SK_3015,negative,negative,negative,Negative
2015,HZ_BAV ,LUCK ,SK_3016,negative,negative,negative,Negative
2015,HZ_BAV ,STADT1 ,SK_3017,negative,negative,negative,Negative
2015,HZ_BAV ,STADT1 ,SK_3018,negative,negative,negative,Negative
2015,HZ_BAV ,SCHI39 ,SK_3019,negative,positive,positive,E_falciformis
2015,HZ_BAV ,GOTT ,SK_3020,negative,negative,negative,Negative
2015,HZ_BAV ,SCHI39 ,SK_3021,negative,negative,negative,Negative
2015,HZ_BAV ,SCHI39 ,SK_3022,negative,negative,negative,Negative
2015,HZ_BAV ,MOOSH ,SK_3023,negative,negative,negative,Negative
2015,HZ_BAV ,OBERN8 ,SK_3024,negative,negative,negative,Negative
2015,HZ_BAV ,GRAS12 ,SK_3025,negative,negative,positive,E_ferrisi
2015,HZ_BAV ,GROSB9 ,SK_3026,negative,negative,negative,Negative
2015,HZ_BAV ,LOID5 ,SK_3027,positive,positive,positive,E_vermiformis
2015,HZ_BAV ,LOID5 ,SK_3028,negative,negative,positive,E_ferrisi
2015,HZ_BAV ,MAIEH5 ,SK_3029,negative,negative,positive,E_ferrisi
2015,HZ_BAV ,LUCK ,SK_3030,negative,negative,negative,Negative
